start_station_name,end_station_name,member_casual,date,avg_temp,value,month,day_of_week,season
Coffey St & Conover St,Commerce St & Van Brunt St,member,2022-01-02,11.4,1,1,Sunday,winter
6 Ave & Broome St,Powers St & Olive St,casual,2022-01-02,11.4,1,1,Sunday,winter
E 68 St & Madison Ave,W 87 St & West End Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Avenue C & E 18 St,Henry St & Grand St,member,2022-01-02,11.4,1,1,Sunday,winter
Broadway & W 41 St,E 51 St & 2 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
1 St & 6 Ave,7 Ave & Park Pl,member,2022-01-02,11.4,1,1,Sunday,winter
E 85 St & York Ave,E 85 St & 3 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Canal St & Rutgers St,Henry St & Grand St,member,2022-01-02,11.4,1,1,Sunday,winter
Central Park West & W 72 St,E 89 St & York Ave,member,2022-01-02,11.4,1,1,Sunday,winter
E 89 St & York Ave,E 85 St & 3 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Nassau St & Navy St,Powers St & Olive St,member,2022-01-02,11.4,1,1,Sunday,winter
Columbia St & Degraw St,Commerce St & Van Brunt St,member,2022-01-02,11.4,1,1,Sunday,winter
Columbus Ave & W 95 St,Amsterdam Ave & W 131 St,member,2022-01-02,11.4,1,1,Sunday,winter
Lenox Ave & W 117 St,E 85 St & 3 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
W 54 St & 9 Ave,W 84 St & Columbus Ave,member,2022-01-02,11.4,1,1,Sunday,winter
2 Ave & E 55 St,E 47 St & 2 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Adam Clayton Powell Blvd & W 126 St,W 84 St & Columbus Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Convent Ave & W 135 St,Amsterdam Ave & W 131 St,member,2022-01-02,11.4,1,1,Sunday,winter
N 11 St & Kent Ave,India St Pier,member,2022-01-02,11.4,1,1,Sunday,winter
University Pl & E 14 St,Pike St & Monroe St,member,2022-01-02,11.4,1,1,Sunday,winter
7 St & 3 Ave,7 Ave & Park Pl,member,2022-01-02,11.4,1,1,Sunday,winter
3 Ave & E 62 St,E 85 St & 3 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Vernon Blvd & 50 Ave,47 Ave & 31 St,member,2022-01-02,11.4,1,1,Sunday,winter
Lafayette Ave & Ft Greene Pl,Madison St & Evergreen Ave,member,2022-01-02,11.4,1,1,Sunday,winter
W 45 St & 8 Ave,University Pl & E 8 St,member,2022-01-02,11.4,1,1,Sunday,winter
S 4 St & Wythe Ave,Melrose St & Broadway,member,2022-01-02,11.4,1,1,Sunday,winter
2 Ave & E 31 St,W 37 St & 10 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Nagle Ave & Ellwood St,Margaret Corbin Plz & Ft Washington Ave,member,2022-01-02,11.4,1,1,Sunday,winter
W 113 St & Broadway,Bronx Shore Comfort Station,member,2022-01-02,11.4,1,1,Sunday,winter
E 63 St & 3 Ave,E 68 St & 3 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
1 Ave & E 16 St,Sullivan St & Washington Sq,casual,2022-01-02,11.4,1,1,Sunday,winter
E 40 St & Park Ave,W 34 St & 11 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
S 4 St & Wythe Ave,19 St & 8 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
W 26 St & 8 Ave,W 37 St & 10 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
1 Ave & E 68 St,E 68 St & 3 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Fulton St & Broadway,University Pl & E 8 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Fulton St & William St,W 37 St & 10 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Clinton St & 4 Place,Clinton St & 4 Place,member,2022-01-02,11.4,1,1,Sunday,winter
W 26 St & 10 Ave,University Pl & E 8 St,member,2022-01-02,11.4,1,1,Sunday,winter
W 100 St & Broadway,W 37 St & 10 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Morton St & Washington St,W 34 St & 11 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
E 16 St & Irving Pl,University Pl & E 8 St,member,2022-01-02,11.4,1,1,Sunday,winter
Bergen St & 4 Ave,Sullivan St & Washington Sq,member,2022-01-02,11.4,1,1,Sunday,winter
E 85 St & 3 Ave,E 68 St & 3 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Broadway & W 25 St,Melrose St & Broadway,casual,2022-01-02,11.4,1,1,Sunday,winter
Broadway & W 25 St,University Pl & E 8 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Knickerbocker Ave & George St,Melrose St & Broadway,casual,2022-01-02,11.4,1,1,Sunday,winter
E 17 St & Broadway,W 34 St & 11 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Nagle Ave & Thayer St,W 34 St & 11 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Pleasant Ave & E 116 St,12 Ave & W 125 St,member,2022-01-02,11.4,1,1,Sunday,winter
E 17 St & Broadway,University Pl & E 8 St,member,2022-01-02,11.4,1,1,Sunday,winter
E 31 St & 3 Ave,W 37 St & 10 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
5 Ave & E 87 St,Central Park West & W 72 St,member,2022-01-02,11.4,1,1,Sunday,winter
E 19 St & 3 Ave,E 16 St & Irving Pl,member,2022-01-02,11.4,1,1,Sunday,winter
W 70 St & Amsterdam Ave,Central Park West & W 72 St,member,2022-01-02,11.4,1,1,Sunday,winter
LaGuardia Pl & W 3 St,1 Ave & E 18 St,member,2022-01-02,11.4,1,1,Sunday,winter
Central Park W & W 91 St,Central Park West & W 72 St,member,2022-01-02,11.4,1,1,Sunday,winter
Wyckoff Ave & Gates Ave,Wyckoff Ave & Gates Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Central Park West & W 72 St,Central Park West & W 72 St,member,2022-01-02,11.4,1,1,Sunday,winter
12 Ave & W 40 St,Central Park West & W 72 St,member,2022-01-02,11.4,1,1,Sunday,winter
11 Ave & Prospect Ave,Ft. Hamilton Pkwy & E 2 St,member,2022-01-02,11.4,1,1,Sunday,winter
Pier 40 - Hudson River Park,12 Ave & W 40 St,casual,2022-01-02,11.4,1,1,Sunday,winter
E 16 St & Irving Pl,1 Ave & E 18 St,member,2022-01-02,11.4,1,1,Sunday,winter
Broadway & Madison St,Wyckoff Ave & Gates Ave,member,2022-01-02,11.4,1,1,Sunday,winter
5 Ave & E 72 St,Central Park West & W 72 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Broadway & W 61 St,Central Park West & W 72 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Henry St & Grand St,Metropolitan Ave & Bedford Ave,member,2022-01-02,11.4,1,1,Sunday,winter
E 56 St & 3 Ave,31 St & Newtown Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Bedford Ave & Nassau Ave,Metropolitan Ave & Bedford Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Central Park West & W 72 St,Central Park West & W 72 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Huron St & Franklin St,Metropolitan Ave & Bedford Ave,member,2022-01-02,11.4,1,1,Sunday,winter
West Drive & Prospect Park West,Dean St & Franklin Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
48 Ave & 5 St,43 St & 37 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
FDR Drive & E 35 St,1 Ave & E 18 St,member,2022-01-02,11.4,1,1,Sunday,winter
W 13 St & 7 Ave,E 16 St & Irving Pl,member,2022-01-02,11.4,1,1,Sunday,winter
E 15 St & 3 Ave,12 Ave & W 40 St,member,2022-01-02,11.4,1,1,Sunday,winter
West St & Chambers St,12 Ave & W 40 St,member,2022-01-02,11.4,1,1,Sunday,winter
West St & Chambers St,12 Ave & W 40 St,member,2022-01-02,11.4,1,1,Sunday,winter
Driggs Ave & Lorimer St,Metropolitan Ave & Bedford Ave,member,2022-01-02,11.4,1,1,Sunday,winter
E 3 St & 1 Ave,1 Ave & E 18 St,member,2022-01-02,11.4,1,1,Sunday,winter
E 3 St & 1 Ave,1 Ave & E 18 St,casual,2022-01-02,11.4,1,1,Sunday,winter
W 67 St & Broadway,12 Ave & W 40 St,member,2022-01-02,11.4,1,1,Sunday,winter
Vernon Blvd & 50 Ave,India St & Manhattan Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Clinton St & Tillary St,Duffield St & Willoughby St,member,2022-01-02,11.4,1,1,Sunday,winter
Suydam St & Knickerbocker Ave,Suydam St & Knickerbocker Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
E 54 St & 1 Ave,E 65 St & 2 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Putnam Ave & Knickerbocker Ave,Suydam St & Knickerbocker Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Park Ave & St Edwards St,Duffield St & Willoughby St,casual,2022-01-02,11.4,1,1,Sunday,winter
Central Park West & W 72 St,E 65 St & 2 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
12 Ave & W 40 St,W 15 St & 10 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Douglass St & 4 Ave,Duffield St & Willoughby St,member,2022-01-02,11.4,1,1,Sunday,winter
Underhill Ave & Pacific St,Plaza St West & Flatbush Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Henry St & Grand St,Clinton St & Cherry St,member,2022-01-02,11.4,1,1,Sunday,winter
E 47 St & 2 Ave,E 39 St & 2 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
West End Ave & W 60 St,Amsterdam Ave & W 66 St,member,2022-01-02,11.4,1,1,Sunday,winter
Henry St & Grand St,Clinton St & Cherry St,member,2022-01-02,11.4,1,1,Sunday,winter
West Drive & Prospect Park West,Plaza St West & Flatbush Ave,member,2022-01-02,11.4,1,1,Sunday,winter
E 20 St & 2 Ave,E 39 St & 2 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Boerum St & Broadway,W 31 St & 7 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Astoria Park S & Shore Blvd,43 St & 35 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Meserole Ave & Manhattan Ave,Nassau Ave & Russell St,member,2022-01-02,11.4,1,1,Sunday,winter
Forsyth St & Canal St,Monroe St & Classon Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Stanton St & Chrystie St,Bedford Ave & S 9 St,member,2022-01-02,11.4,1,1,Sunday,winter
W 10 St & Washington St,West Thames St,casual,2022-01-02,11.4,1,1,Sunday,winter
Broadway & Kosciuszko St,Fulton St & Irving Pl,member,2022-01-02,11.4,1,1,Sunday,winter
Prospect Park SW & Vanderbilt St,Monroe St & Classon Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Kent Ave & N 7 St,Bedford Ave & S 9 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Fulton St & Broadway,Fulton St & Broadway,member,2022-01-02,11.4,1,1,Sunday,winter
St Marks Pl & 4 Ave,Devoe St & Lorimer St,casual,2022-01-02,11.4,1,1,Sunday,winter
Canal St & Rutgers St,Fulton St & Broadway,member,2022-01-02,11.4,1,1,Sunday,winter
Driggs Ave & N Henry St,Nassau Ave & Russell St,member,2022-01-02,11.4,1,1,Sunday,winter
McKibbin St & Bogart St,Broadway & Whipple St,casual,2022-01-02,11.4,1,1,Sunday,winter
Stagg St & Union Ave,Broadway & Whipple St,member,2022-01-02,11.4,1,1,Sunday,winter
Pier 40 - Hudson River Park,West Thames St,member,2022-01-02,11.4,1,1,Sunday,winter
W 146 St & Broadway,W 171 St & St. Nicholas Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Wadsworth Ave & W 175 St,W 171 St & St. Nicholas Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Bus Slip & State St,West Thames St,member,2022-01-02,11.4,1,1,Sunday,winter
Barclay St & Church St,West Thames St,member,2022-01-02,11.4,1,1,Sunday,winter
W 15 St & 7 Ave,West Thames St,member,2022-01-02,11.4,1,1,Sunday,winter
Wyckoff St & Nevins St,Wyckoff St & Nevins St,member,2022-01-02,11.4,1,1,Sunday,winter
E 13 St & 2 Ave,Fulton St & Broadway,member,2022-01-02,11.4,1,1,Sunday,winter
3 St & 3 Ave,Fulton St & Irving Pl,member,2022-01-02,11.4,1,1,Sunday,winter
Old Fulton St,Bedford Ave & S 9 St,casual,2022-01-02,11.4,1,1,Sunday,winter
William St & Pine St,Fulton St & Broadway,member,2022-01-02,11.4,1,1,Sunday,winter
Bushwick Ave & Powers St,Devoe St & Lorimer St,member,2022-01-02,11.4,1,1,Sunday,winter
Pleasant Ave & E 116 St,Bruckner Blvd & Bryant Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Lawrence St & Willoughby St,Wyckoff St & Nevins St,member,2022-01-02,11.4,1,1,Sunday,winter
Cadman Plaza E & Red Cross Pl,Henry St & Degraw St,casual,2022-01-02,11.4,1,1,Sunday,winter
46 Ave & 5 St,Jackson Ave & 46 Rd,casual,2022-01-02,11.4,1,1,Sunday,winter
E 47 St & 2 Ave,E 53 St & Madison Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
6 Ave & W 33 St,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
W 42 St & 6 Ave,5 Ave & E 87 St,member,2022-01-02,11.4,1,1,Sunday,winter
Madison Av & E 51 St,E 53 St & Madison Ave,member,2022-01-02,11.4,1,1,Sunday,winter
3 Ave & Schermerhorn St,Schermerhorn St & Court St,member,2022-01-02,11.4,1,1,Sunday,winter
Myrtle Ave & St Edwards St,Schermerhorn St & Court St,member,2022-01-02,11.4,1,1,Sunday,winter
Broadway & Berry St,Emerson Pl & Myrtle Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Central Park W & W 103 St,5 Ave & E 87 St,member,2022-01-02,11.4,1,1,Sunday,winter
W 21 St & 6 Ave,E 19 St & 3 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Adam Clayton Powell Blvd & W 123 St,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Lafayette Ave & Ft Greene Pl,Emerson Pl & Myrtle Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
8 Ave & W 33 St,W 36 St & 7 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Clinton St & Union St,Henry St & Degraw St,member,2022-01-02,11.4,1,1,Sunday,winter
Grand Army Plaza & Central Park S,5 Ave & E 87 St,member,2022-01-02,11.4,1,1,Sunday,winter
Schermerhorn St & Court St,Schermerhorn St & Court St,casual,2022-01-02,11.4,1,1,Sunday,winter
Lenox Ave & W 111 St,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
E 91 St & 2 Ave,5 Ave & E 87 St,member,2022-01-02,11.4,1,1,Sunday,winter
W 36 St & 7 Ave,W 36 St & 7 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
46 Ave & 5 St,Jackson Ave & 46 Rd,member,2022-01-02,11.4,1,1,Sunday,winter
1 Ave & E 94 St,5 Ave & E 87 St,member,2022-01-02,11.4,1,1,Sunday,winter
McGuinness Blvd & Eagle St,Jackson Ave & 46 Rd,member,2022-01-02,11.4,1,1,Sunday,winter
E 5 St & Ave A,MacDougal St & Washington Sq,member,2022-01-02,11.4,1,1,Sunday,winter
E 16 St & 5 Ave,E 19 St & 3 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
W 104 St & Amsterdam Ave,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
5 Ave & E 72 St,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
5 Ave & E 29 St,MacDougal St & Washington Sq,member,2022-01-02,11.4,1,1,Sunday,winter
Central Park West & W 76 St,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Franklin St & Dupont St,Jackson Ave & 46 Rd,member,2022-01-02,11.4,1,1,Sunday,winter
E 89 St & 3 Ave,5 Ave & E 87 St,member,2022-01-02,11.4,1,1,Sunday,winter
Hudson St & W 13 St,W 36 St & 7 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Wyckoff Av & Stanhope St,Emerson Pl & Myrtle Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Ashland Pl & Dekalb Ave,Schermerhorn St & Court St,member,2022-01-02,11.4,1,1,Sunday,winter
E 89 St & 3 Ave,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
W 44 St & 5 Ave,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
E 89 St & 3 Ave,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
48 St & Broadway,Jackson Ave & 46 Rd,casual,2022-01-02,11.4,1,1,Sunday,winter
31 Ave & 30 St,19 St & 24 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Broadway & W 41 St,E 53 St & Madison Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Brooklyn Bridge Park - Pier 2,Henry St & Bay St,casual,2022-01-02,11.4,1,1,Sunday,winter
Brooklyn Bridge Park - Pier 2,Henry St & Bay St,casual,2022-01-02,11.4,1,1,Sunday,winter
Central Park W & W 91 St,5 Ave & E 87 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Clermont Ave & Lafayette Ave,Emerson Pl & Myrtle Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Eastern Pkwy & Washington Ave,Emerson Pl & Myrtle Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
West St & Liberty St,MacDougal St & Washington Sq,member,2022-01-02,11.4,1,1,Sunday,winter
2 Ave & E 55 St,W 36 St & 7 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Boerum St & Broadway,Emerson Pl & Myrtle Ave,member,2022-01-02,11.4,1,1,Sunday,winter
University Pl & E 14 St,E 19 St & 3 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
7 St & 3 Ave,Sterling Pl & Bedford Ave,member,2022-01-02,11.4,1,1,Sunday,winter
W 76 St & Columbus Ave,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Frederick Douglass Blvd & W 139 St,Adam Clayton Powell Blvd & W 130 St,member,2022-01-02,11.4,1,1,Sunday,winter
St Marks Pl & 2 Ave,Hancock St & Wyckoff Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Richardson St & N Henry St,Driggs Ave & N Henry St,member,2022-01-02,11.4,1,1,Sunday,winter
George St & Wilson Ave,Bushwick Ave & Linden St,casual,2022-01-02,11.4,1,1,Sunday,winter
6 Ave & W 34 St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
2 Ave & E 31 St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Knickerbocker Ave & Thames St,Stagg St & Morgan Ave,member,2022-01-02,11.4,1,1,Sunday,winter
W 41 St & 8 Ave,Hudson St & W 13 St,member,2022-01-02,11.4,1,1,Sunday,winter
Graham Ave & Conselyea St,Driggs Ave & N Henry St,member,2022-01-02,11.4,1,1,Sunday,winter
Graham Ave & Conselyea St,Leonard St & Maujer St,member,2022-01-02,11.4,1,1,Sunday,winter
9 Ave & W 22 St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
6 Ave & W 33 St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Washington Pl & Broadway,Grand St & Elizabeth St,casual,2022-01-02,11.4,1,1,Sunday,winter
Schermerhorn St & Bond St,Bushwick Ave & Linden St,casual,2022-01-02,11.4,1,1,Sunday,winter
W 50 St & 9 Ave,Bushwick Ave & Linden St,member,2022-01-02,11.4,1,1,Sunday,winter
19 St & 24 Ave,Steinway St & 28 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Pierrepont St & Monroe Pl,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Lispenard St & Broadway,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Steinway St & Broadway,Steinway St & 28 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Madison St & Montgomery St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
University Pl & E 8 St,Perry St & Greenwich Ave,member,2022-01-02,11.4,1,1,Sunday,winter
35 St & 30 Ave,Steinway St & 28 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Spruce St & Gold St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Washington St & Gansevoort St,Hudson St & W 13 St,member,2022-01-02,11.4,1,1,Sunday,winter
St James Pl & Oliver St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Catherine St & Monroe St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Broadway & W 25 St,Perry St & Greenwich Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Metropolitan Ave & Bedford Ave,Leonard St & Maujer St,member,2022-01-02,11.4,1,1,Sunday,winter
Central Park West & W 72 St,Adam Clayton Powell Blvd & W 130 St,casual,2022-01-02,11.4,1,1,Sunday,winter
12 Ave & W 40 St,Hudson St & W 13 St,member,2022-01-02,11.4,1,1,Sunday,winter
E 6 St & Avenue D,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
W 146 St & Broadway,Adam Clayton Powell Blvd & W 130 St,member,2022-01-02,11.4,1,1,Sunday,winter
2 Ave & E 96 St,Wards Meadow Comfort Station,member,2022-01-02,11.4,1,1,Sunday,winter
6 Ave & Broome St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
10 Ave & W 14 St,Hudson St & W 13 St,member,2022-01-02,11.4,1,1,Sunday,winter
Avenue C & E 18 St,Perry St & Greenwich Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Huron St & Franklin St,Leonard St & Maujer St,member,2022-01-02,11.4,1,1,Sunday,winter
2 Ave & E 122 St,Adam Clayton Powell Blvd & W 130 St,member,2022-01-02,11.4,1,1,Sunday,winter
Bedford Ave & Nassau Ave,Driggs Ave & N Henry St,casual,2022-01-02,11.4,1,1,Sunday,winter
W 20 St & 10 Ave,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Adam Clayton Powell Blvd & W 126 St,Adam Clayton Powell Blvd & W 130 St,member,2022-01-02,11.4,1,1,Sunday,winter
W 13 St & 7 Ave,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
Lawrence St & Willoughby St,Grand St & Elizabeth St,casual,2022-01-02,11.4,1,1,Sunday,winter
William St & Pine St,Grand St & Elizabeth St,member,2022-01-02,11.4,1,1,Sunday,winter
E Fordham Rd & Webster Ave,W 225 St & Exterior St,member,2022-01-02,11.4,1,1,Sunday,winter
Suffolk St & Stanton St,N 6 St & Bedford Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Prospect Park W & 20 St,Clark St & Henry St,member,2022-01-02,11.4,1,1,Sunday,winter
Mott St & Prince St,N 6 St & Bedford Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Yankee Ferry Terminal,Yankee Ferry Terminal,member,2022-01-02,11.4,1,1,Sunday,winter
N 6 St & Bedford Ave,N 6 St & Bedford Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Yankee Ferry Terminal,Yankee Ferry Terminal,casual,2022-01-02,11.4,1,1,Sunday,winter
E 11 St & 3 Ave,Clark St & Henry St,member,2022-01-02,11.4,1,1,Sunday,winter
38 St & 30 Ave,Huron St & Franklin St,member,2022-01-02,11.4,1,1,Sunday,winter
Allen St & Stanton St,14 St & 5 Ave,member,2022-01-02,11.4,1,1,Sunday,winter
Cherry St,Clinton St & Tillary St,member,2022-01-02,11.4,1,1,Sunday,winter
Sherman Ave & Thayer St,W 225 St & Exterior St,member,2022-01-02,11.4,1,1,Sunday,winter
Yankee Ferry Terminal,Yankee Ferry Terminal,casual,2022-01-02,11.4,1,1,Sunday,winter
Douglass St & 4 Ave,DeKalb Ave & S Portland Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
President St & 4 Ave,DeKalb Ave & S Portland Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
W Burnside Ave & University Ave,W Burnside Ave & University Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Clark St & Henry St,Clark St & Henry St,member,2022-01-02,11.4,1,1,Sunday,winter
Lenox Ave & W 117 St,Mt Morris Park W & W 120 St,member,2022-01-02,11.4,1,1,Sunday,winter
W 67 St & Broadway,W 46 St & 11 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Lewis Ave & Madison St,Lewis Ave & Kosciuszko St,member,2022-01-02,11.4,1,1,Sunday,winter
Lenox Ave & W 117 St,E 116 St & 2 Ave,casual,2022-01-02,11.4,1,1,Sunday,winter
Grand Concourse & E 164 St,Grand Concourse & E 161 St,member,2022-01-02,11.4,1,1,Sunday,winter
Flushing Ave & Vanderbilt Ave,Kent Ave & S 11 St,member,2022-01-02,11.4,1,1,Sunday,winter
Andrew Ave N & Hall of Fame Tce,W 225 St & Exterior St,member,2022-01-02,11.4,1,1,Sunday,winter
Park Ave & E 162 St,Grand Concourse & E 161 St,member,2022-01-02,11.4,1,1,Sunday,winter
1 Ave & E 68 St,1 Ave & E 78 St,member,2022-01-02,11.4,1,1,Sunday,winter
Cathedral Pkwy & Broadway,Broadway & Moylan Pl,member,2022-01-02,11.4,1,1,Sunday,winter
South St & Whitehall St,Madison St & Montgomery St,member,2022-01-02,11.4,1,1,Sunday,winter
McGuinness Blvd & Eagle St,21 St & Hoyt Ave S,member,2022-01-02,11.4,1,1,Sunday,winter
E 81 St & 3 Ave,1 Ave & E 78 St,member,2022-01-02,11.4,1,1,Sunday,winter
Hanson Pl & Ashland Pl,Clinton St & Union St,casual,2022-01-02,11.4,1,1,Sunday,winter
Graham Ave & Grand St,Nassau St\t& Duffield St,casual,2022-01-02,11.4,1,1,Sunday,winter
45 Rd & 11 St,1 Ave & E 78 St,casual,2022-01-02,11.4,1,1,Sunday,winter
E 91 St & 2 Ave,1 Ave & E 78 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Kent Ave & N 7 St,1 Ave & E 78 St,casual,2022-01-02,11.4,1,1,Sunday,winter
Madison St & Montgomery St,Madison St & Montgomery St,member,2022-01-02,11.4,1,1,Sunday,winter
1 Ave & E 78 St,1 Ave & E 78 St,member,2022-01-02,11.4,1,1,Sunday,winter
